0.9999,0.624763,0.9999,0.999301,0.00179751,0.9999,0.9999,0.996375,0.994767,0.942262
0.737576,0.986148,0.618751,0.9999,0.9999,0.9999,0.453386,0.99896,0.9999,0.657754
0.9999,0.453636,0.9999,0.987214,0.999843,0.988529,0.00292887,0.9999,0.9999,0.617556
0.9999,0.673045,0.984994,0.966584,0.9999,0.9999,0.900787,0.9999,0.995769,0.25523
0.000290156,0.991564,0.9999,0.9999,0.387464,0.0184539,0.993936,0.729025,0.995583,0.993373
0.653694,0.0266112,0.89614,0.999554,0.987752,0.0836084,0.00217127,0.9999,0.191076,0.947776
0.58413,0.0635816,0.99902,0.996276,0.998931,0.99734,0.99918,0.534544,0.79538,0.9999
0.9999,0.0105626,0.9999,0.92979,0.765622,0.0263732,0.485177,0.999286,0.993549,0.99871
0.906546,0.277602,0.987913,0.824827,0.838444,0.200884,0.001,0.690432,0.900573,0.9999
0.996423,0.724155,0.9999,0.974238,0.000467944,0.9999,0.890559,0.0999716,0.0113695,0.9999
0.976827,0.897499,0.930185,0.651252,0.863069,0.980294,0.375779,0.990169,0.9999,0.986152
0.9999,0.319193,0.489009,0.982207,0.884156,0.9999,0.9999,0.000228015,0.991692,0.480653
0.0808336,0.00481165,0.948818,0.446644,0.987881,0.9999,0.9999,0.9999,0.998783,0.9999
0.5001,0.706047,0.994161,0.972496,0.998768,0.9999,0.599594,0.809991,0.999459,0.80887
0.9999,0.995483,0.184351,0.9999,0.9999,0.312672,0.813644,0.00163912,0.99937,0.9999
0.997826,0.0296444,0.99925,0.999284,0.945325,0.9999,0.981563,0.999755,0.186952,0.541279
0.9999,0.946885,0.149596,0.9999,0.932961,0.995324,0.587644,0.897682,0.999773,0.996182
0.751429,0.859498,0.811269,0.996791,0.0667777,0.9999,0.9999,0.0881712,0.807091,0.0866084
0.985769,0.815904,0.940657,0.999638,0.977291,0.95662,0.9999,0.9999,0.160594,0.999809
0.998788,0.9999,0.9999,0.9999,0.998664,0.368037,0.99754,0.9999,0.975044,0.0036118
0.9999,0.960868,0.75177,0.628965,0.999807,0.9999,0.937791,0.212453,0.999246,0.990096
0.996973,0.9999,0.984543,0.909519,0.992392,0.983481,0.9999,0.0181716,0.415889,0.617327
0.736291,0.875445,0.941341,0.643137,0.9999,0.9487,0.84815,0.036778,0.9999,0.122488
0.9999,0.857803,0.000269672,0.962384,0.422234,0.959953,0.0025699,0.119053,0.00100898,0.699224
