0.9999,0.9999,0.862067,0.0340262,0.588255,0.9999,0.9999,0.9999,0.991729,0.9999
0.999878,0.987737,0.985617,0.0125565,0.69451,0.98295,0.9999,0.25663,0.407919,0.651687
0.991016,0.990053,0.992113,0.995704,0.979243,0.842495,0.999784,0.488657,0.999556,0.85693
0.509702,0.9999,0.953512,0.9999,0.799104,0.46813,0.940436,0.996282,0.836488,0.991235
0.998496,0.990411,0.41083,0.404214,0.229048,0.789515,0.464743,0.424536,0.71431,0.001
0.9999,0.00305843,0.99916,0.965305,0.947692,0.0396861,0.958176,0.000791485,0.001,0.164791
0.87311,0.9999,0.000210043,0.932727,0.999808,0.9999,0.9999,0.00142672,0.979373,0.280043
0.97957,0.9999,0.972657,0.989154,0.999436,0.733143,0.998926,0.157288,0.9999,0.193299
0.991347,0.9999,0.983178,0.905438,0.00458846,0.9999,0.99528,0.99976,0.993034,0.996607
0.919353,0.781351,0.443253,0.943362,0.539198,0.642821,0.99871,0.700048,0.823372,0.00155182
0.864053,0.218625,0.999364,0.958154,0.877064,0.888359,0.979759,0.193964,0.837951,0.259407
0.838278,0.9999,0.402575,0.964607,0.80576,0.758233,0.994441,0.556385,0.880533,0.9999
0.789274,0.9999,0.999606,0.9999,0.659242,0.998018,0.9999,0.5561,0.9999,0.383042
0.999899,0.989857,0.253158,0.157838,0.399488,0.984348,0.9999,0.626066,0.91193,0.606544
0.846485,0.989277,0.931944,0.179131,0.176611,0.247181,0.816136,0.0698298,0.998807,0.256999
0.999408,0.800139,0.698091,0.997102,0.001,0.251594,0.933296,0.556436,0.999606,0.698099
0.9999,0.9999,0.976398,0.94398,0.997567,0.9999,0.51763,0.9999,0.98948,0.793188
0.0474346,0.992875,0.999653,0.999727,0.999674,0.384437,0.999895,0.393651,0.49865,0.999015
0.9999,0.999872,0.0132293,0.9999,0.0611077,0.9999,0.991665,0.300228,0.0278013,0.7873
0.998953,0.70814,0.937799,0.9999,0.810616,0.574918,0.9999,0.729226,0.864894,0.999691
0.99919,0.721171,0.435746,0.996036,0.514109,0.99963,0.9999,0.209411,0.950959,0.120946
0.041283,0.9999,0.999875,0.9999,0.570095,0.824203,0.82358,0.308061,0.99989,0.367658
0.96187,0.977874,0.982251,0.9999,0.718729,0.493059,0.9999,0.026524,0.880533,0.9999
0.966697,0.96633,0.919309,0.9999,0.993312,0.902295,0.9999,0.995044,0.9999,0.0043872
0.999689,0.9999,0.998869,0.9999,0.0526056,0.224958,0.802223,0.985904,0.707842,0.983706
0.9999,0.903285,0.94486,0.9999,0.432428,0.9999,0.9999,0.00445121,0.956587,0.497466
0.9999,0.996475,0.930859,0.9999,0.809396,0.0136951,0.490878,0.632927,0.955738,0.624235
