0.993652,0.868577,0.524811,0.493094,0.958919,0.9999,0.365221,0.999853,0.999123,0.00152248,0.3056,0.327645,0.352715,0.417226,0.9999,0.283054,0.321708,0.99986,0.879939,0.68932
0.839771,0.993192,0.372336,0.532576,0.571479,0.232891,0.992949,0.379302,0.982048,0.265461,0.00327412,0.511886,0.472314,0.940074,0.799019,0.824214,0.995688,0.698632,0.059223,0.966713
0.180411,0.77669,0.633158,0.193834,0.474765,0.274162,0.928208,0.461317,0.00703303,0.596086,0.999745,0.102922,0.000102547,0.516788,0.15686,0.0663732,0.151272,0.791511,0.00116461,0.996912
0.9999,0.909722,0.421348,0.842091,0.958175,0.391224,0.987458,0.183431,0.0456258,0.744123,0.581922,0.872505,0.921029,0.925621,0.824936,0.336073,0.275684,0.937914,0.552495,0.228082
0.0139744,0.115506,0.257625,0.501748,0.00385828,0.841731,0.012297,0.999815,0.833338,0.420501,0.719529,0.307414,0.00698478,0.9999,0.167132,0.725247,0.301199,0.467477,0.898069,0.00013758
0.225791,0.978874,0.93533,0.00376937,0.999859,0.305491,0.0989263,0.709832,0.95429,0.34642,0.459261,0.9999,0.23948,0.0707718,0.55498,0.824819,0.0558014,0.999296,0.333199,0.588728
0.999511,0.684655,0.132757,0.649959,0.0103696,0.419394,0.994807,0.642881,0.943389,0.817381,0.874201,0.213772,0.998154,0.39436,0.686735,0.566339,0.588952,0.0991696,0.360729,0.963386
0.995608,0.372612,0.334091,0.776342,0.710644,0.671905,0.981396,0.161202,0.477884,0.615983,0.688574,0.374271,0.0373053,0.727532,0.724345,0.9999,0.998525,0.759789,0.684355,0.77473
0.637653,0.00243201,0.369694,0.111571,0.255062,0.000612823,0.0017005,0.00037262,0.239825,0.322732,0.993493,0.81239,0.144648,0.399067,0.0152876,0.864085,0.386569,0.931684,0.499272,0.995318
0.392245,0.719285,0.858027,0.995492,0.914295,0.994877,0.965222,0.375017,0.160917,0.827754,0.999582,0.72398,0.733765,0.9999,0.75007,0.560133,0.85365,0.249473,0.0197321,0.940096
0.57888,0.620309,0.756525,0.745854,0.215662,0.967129,0.17507,0.0162404,0.429053,0.823873,0.678583,0.365075,0.971754,0.198493,0.736986,0.881425,0.495692,0.590509,0.359587,0.999394
0.961685,0.995645,0.972744,0.245223,0.706719,0.724844,0.857384,0.998064,0.633488,0.70282,0.318151,0.834439,0.999545,0.861791,0.854284,0.426878,0.996802,0.39138,0.513369,0.47384
0.999499,0.999615,0.998671,0.584746,0.999571,0.233268,0.570076,0.974476,0.55437,0.257353,0.310859,0.331845,0.764358,0.977804,0.756186,0.990143,0.669853,0.631131,0.836457,0.999895
0.999812,0.981162,0.701793,0.978309,0.709425,0.923924,0.995399,0.941154,0.9999,0.999893,0.624364,0.525432,0.999855,0.296867,0.9999,0.880377,0.0288216,0.999782,0.156166,0.0882178
0.520335,0.305047,0.00284118,0.951378,0.999577,0.963134,0.615322,0.807989,0.943165,0.124365,0.653077,0.62071,0.588473,0.690661,0.9999,0.251679,0.696986,0.809615,0.422874,0.21243
0.97131,0.997234,0.67824,0.976138,0.153292,0.750629,0.755383,0.689631,0.92171,0.792013,0.632844,0.999895,0.947866,0.646969,0.218674,0.561831,0.741995,0.322073,0.484481,0.453374
0.667923,0.936728,0.0115788,0.892859,0.00013778,0.996878,0.925036,0.778558,0.315701,0.999713,0.599555,0.014085,0.968307,0.50165,0.126177,0.407026,0.19092,0.635598,0.83042,0.535979
0.00413412,0.437616,0.199816,0.480887,0.182597,0.416819,0.980661,0.494301,0.297903,0.734637,0.838017,0.633333,0.977603,0.853574,0.873176,0.786933,0.00112043,0.447435,0.9999,0.909308
0.808915,0.89792,0.654465,0.897785,0.533161,0.327967,0.298713,0.416192,0.236883,0.44466,0.749727,0.747761,0.950418,0.0892716,0.9999,0.999214,0.219435,0.0002135,0.553127,0.528841
0.0696394,0.63603,0.455482,0.223952,0.926227,0.274372,0.419531,0.999882,0.976382,0.994759,0.999623,0.995715,0.999403,0.397588,0.920735,0.997391,0.0286767,0.00724976,0.412949,0.993343
0.999856,0.461129,0.234493,0.332965,0.618414,0.886085,0.367846,0.239503,0.212992,0.485363,0.339218,0.0180574,0.998531,0.516989,0.969521,0.9999,0.9999,0.000200324,0.585542,0.999888
0.00780373,0.255342,0.79018,0.131921,0.722461,0.220693,0.155058,0.708096,0.000465862,0.938926,0.546442,0.713343,0.642854,0.999643,0.000787793,0.729761,0.0990458,0.87431,0.94163,0.814225
0.272658,0.276066,0.99962,0.387985,0.974885,0.880177,0.0520889,0.474862,0.00228446,0.378787,0.117423,0.835133,0.46042,0.998882,0.0346183,0.0104772,0.742963,0.930275,0.69764,0.981702
0.367515,0.967227,0.788802,0.0991046,0.420608,0.471744,0.99346,0.00433267,0.935028,0.955312,0.990268,0.978302,0.999885,0.224085,0.475524,0.963686,0.00838364,0.299735,0.148267,0.866999
0.0311753,0.773612,0.862806,0.97483,0.156122,0.937736,0.967194,0.324757,0.976131,0.661658,0.676686,0.946184,0.276059,0.395896,0.961928,0.9999,0.868034,0.750808,0.270845,0.984835
0.986877,0.962492,0.953953,0.983871,0.41531,0.114357,0.987386,0.611313,0.9999,0.168072,0.388864,0.0227027,0.849842,0.227177,0.974229,0.307019,0.877972,0.635474,0.488688,0.947361
0.999245,0.999646,0.31129,0.989985,0.739641,0.0171493,0.33978,0.910001,0.00275447,0.9999,0.999694,0.144603,0.233463,0.794424,0.405133,0.00085148,0.44514,0.558176,0.350331,0.286962
0.999709,0.231101,0.884219,0.459758,0.784684,0.450051,0.322561,0.303631,0.685124,0.977579,0.306739,0.825552,0.21213,0.778884,0.150371,0.802269,0.276174,0.6639,0.0230615,0.0665785
0.997854,0.000210979,0.761267,0.991493,0.459377,0.52806,0.587979,0.999255,0.997368,0.0324512,0.614361,0.756939,0.986814,0.000374276,0.443357,0.527662,0.305634,0.647274,0.9999,0.866644
0.274042,0.540526,0.95113,0.857697,0.957154,0.480228,0.432309,0.733069,0.98606,0.0261936,0.0488182,0.982646,0.701938,0.331877,0.038692,0.00925161,0.38783,0.993131,0.403363,0.950621
0.995858,0.415496,0.261549,0.277937,0.206981,0.641042,0.963427,0.0738431,0.0787958,0.267862,0.478288,0.972681,0.107685,0.9999,0.329707,0.560086,0.982158,0.78401,0.615697,0.141675
0.310937,0.00154005,0.0165244,0.706629,0.9999,0.0227967,0.575385,0.988964,0.858027,0.858611,0.196969,0.837534,0.988461,0.771851,0.482111,0.91477,0.987549,0.998552,0.99784,0.371839
0.285497,0.995752,0.893379,0.314052,0.999698,0.330184,0.994867,0.893966,0.00112574,0.814258,0.999552,0.990648,0.998334,0.937405,0.975691,0.920189,0.263483,0.00601093,0.296867,0.751453
0.755662,0.948117,0.998468,0.149946,0.830407,0.979453,0.0719919,0.998859,0.999655,0.141667,0.0865896,0.983813,0.0399107,0.750794,0.54511,0.231314,0.999858,0.711159,0.994178,0.570539
0.413246,0.00917807,0.863819,0.802407,0.457817,0.550103,0.945053,0.171008,0.998569,0.315062,0.0429706,0.495632,0.345565,0.999621,0.980749,0.888759,0.255634,0.991465,0.845765,0.00988114
0.998183,0.00870424,0.998396,0.639869,0.464713,0.420094,0.581588,0.896119,0.677624,0.44731,0.977736,0.649627,0.000843027,0.361769,0.947122,0.676559,0.133096,0.999859,0.343762,0.0069157
0.990182,0.243448,0.727992,0.9999,0.00776121,0.99374,0.712419,0.956738,0.0284451,0.952685,0.620874,0.626316,0.262389,0.999557,0.729722,0.572941,0.00193112,0.3284,0.999239,0.694631
0.996959,0.799638,0.997184,0.29032,0.0533674,0.837066,0.995869,0.0557614,0.711211,0.743405,0.970294,0.0197932,0.011368,0.931188,0.297875,0.890655,0.00263775,0.0127124,0.844397,0.105254
0.993851,0.402143,0.504402,0.999638,0.956634,0.889841,0.420225,0.471506,0.998868,0.872346,0.221563,0.0122799,0.00099452,0.698036,0.910902,0.748222,0.999014,0.999856,0.897314,0.938519
0.103946,0.787778,0.96783,0.486127,0.00056492,0.698036,0.937351,0.934044,0.70097,0.0840819,0.9999,0.0345341,0.993844,0.194054,0.0190354,0.58417,0.148367,0.451393,0.98463,0.886347
0.999238,0.55429,0.0224525,0.984169,0.0176275,0.997307,0.999819,0.727793,0.797759,0.722461,0.621096,0.990791,0.219316,0.877654,0.967283,0.589504,0.208218,0.650894,0.9999,0.58701
0.653029,0.922481,0.153467,0.506589,0.669618,0.299343,0.999185,0.202876,0.000680498,0.684334,0.0128525,0.298634,0.946685,0.218936,0.992113,0.873575,0.99107,0.667753,0.855806,0.536398
0.575329,0.997166,0.716493,0.998637,0.797773,0.853,0.157894,0.614409,0.957882,0.986381,0.495222,0.38741,0.442406,0.999578,0.729107,0.731212,0.00312832,0.681606,0.813355,0.67302
