0.255707,0.837184,0.998614,0.972518,0.928195
0.407736,0.900479,0.998912,0.866911,0.00165841
0.99799,0.311007,0.9999,0.900098,0.730863
0.674477,0.931537,0.98891,0.000957921,0.998641
0.948996,0.883053,0.771489,0.985499,0.761835
0.999815,0.9999,0.833809,0.918536,0.427761
0.84399,0.980838,0.901868,0.216072,0.00225427
0.00712551,0.747187,0.999375,0.110958,0.966025
0.98915,0.994411,0.765507,0.500745,0.98358
0.915942,0.993684,0.999037,0.986439,0.567217
0.999876,0.999452,0.999666,0.994073,0.9999
0.9999,0.983848,0.992,0.886675,0.999651
0.000260531,0.988947,0.999471,0.998515,0.642171
0.998465,0.924005,0.000127603,0.98474,0.0049125
0.892153,0.984036,0.962655,0.031486,0.402702
0.0659997,0.9999,0.792792,0.9824,0.998038
0.452657,0.986913,0.975467,0.964084,0.628406
0.995839,0.992732,0.997232,0.993777,0.940063
0.791513,0.977652,0.9999,0.045775,0.974654
0.285471,0.499989,0.0150842,0.904127,0.0208783
0.944803,0.9999,0.997758,0.955856,0.925738
0.877732,0.847044,0.817306,0.159724,0.825191
0.909326,0.915508,0.910168,0.917332,0.908667
0.999829,0.99978,0.462216,0.998548,0.953683
0.98377,0.99593,0.9999,0.475596,0.987707
0.937474,0.811075,0.9999,0.704193,0.0160005
0.969628,0.676887,0.733882,0.236593,0.865556
0.998455,0.999526,0.904415,0.579503,0.999025
0.964963,0.999657,0.998734,0.999761,0.972575
0.999115,0.997246,0.994539,0.907451,0.120062
0.492141,0.400965,0.991921,0.847944,0.999093
0.999476,0.968403,0.962946,0.0323266,0.00767552
0.9999,0.974817,0.755468,0.9876,0.993946
0.878854,0.9999,0.529094,0.0665198,0.787815
0.745968,0.947549,0.0269067,0.0019825,0.9999
0.9999,0.999658,0.973321,0.999287,0.830976
0.999753,0.928725,0.00687037,0.498664,0.591215
0.99955,0.829128,0.850358,0.000243382,0.462181
0.9999,0.753509,0.584568,0.116903,0.907894
0.9999,0.9999,0.998228,0.614861,0.776654
0.0890648,0.10654,0.101909,0.0222718,0.985189
0.987393,0.292088,0.877092,0.901659,0.999737
0.588431,0.813676,0.165008,0.00587407,0.648346
0.913779,0.761947,0.660592,0.0539602,0.998996
0.992827,0.992732,0.986903,0.931663,0.0119359
0.999013,0.223149,0.305019,0.953295,0.663789
0.981846,0.99859,0.384543,0.9999,0.999896
0.997507,0.434062,0.955137,0.993552,0.0272462
0.998399,0.0333888,0.795043,0.995312,0.0474393
0.9999,0.999063,0.999459,0.0875227,0.999296
0.974384,0.965197,0.878449,0.983427,0.636849
0.642549,0.000494538,0.99725,0.978804,0.96642
0.00141057,0.971336,0.812048,0.000165256,0.744973
0.979168,0.999762,0.100955,0.9999,0.00476548
0.96364,0.468902,0.784184,0.214473,0.00370263
0.616237,0.600256,0.650428,0.876048,0.48477
0.999406,0.913914,0.63368,0.95602,0.0121879
0.384543,0.9999,0.996206,0.612658,0.319438
0.550272,0.9876,0.741577,0.200018,0.993988
0.77812,0.999086,0.908475,0.0586474,0.98724
0.896813,0.9904,0.148744,0.984214,0.99971
0.573054,0.992642,0.229354,0.000371459,0.991559
0.777658,0.999865,0.992497,0.893586,0.937525
0.9999,0.964269,0.0710778,0.432469,0.726461
0.999857,0.972199,0.89718,0.970246,0.880636
0.894019,0.561465,0.839766,0.999163,0.91801
0.421454,0.994722,0.998605,0.0028119,0.986294
0.96668,0.00475489,0.862467,0.391919,0.9999
0.999799,0.952485,0.958233,0.367408,0.859841
0.998764,0.982493,0.999873,0.999816,0.0394982
0.995407,0.972865,0.255907,0.60212,0.981211
0.919302,0.990742,0.999895,0.9999,0.891986
0.99937,0.9999,0.999443,0.604173,0.296188
0.651195,0.997125,0.909834,0.634203,0.99028
0.977096,0.975645,0.916597,0.999505,0.978452
0.649516,0.99439,0.999751,0.911214,0.9999
0.993083,0.918687,0.785517,0.380563,0.132236
0.849591,0.999564,0.00124087,0.957566,0.99845
0.510686,0.9999,0.829141,0.9999,0.698569
0.9999,0.725939,0.680184,0.920927,0.999434
0.859421,0.9999,0.923195,0.251184,0.998148
0.9999,0.988759,0.661285,0.941978,0.987059
0.953501,0.998347,0.990867,0.978432,0.995226
0.990143,0.00174104,0.908475,0.531007,0.905326
