0.994726,0.998003,0.993198,0.804203,0.884599,0.771277,0.453543,0.955941,0.968266,0.00211152,0.890862,0.0926616,0.195095,0.00934753,0.961544,0.970646,0.0130991,0.00015164,0.999782,0.999102,0.413611,0.871376,0.966464,0.956852,0.0028502,0.960519,0.0238876,0.997044,0.960498,0.999642,0.961812,0.947482
0.971385,0.885706,0.616532,0.981283,0.11712,0.998973,0.9712,0.152537,0.00288533,0.999209,0.993583,0.749048,0.992928,0.994121,0.99861,0.965674,0.994926,0.620644,0.999771,0.0948439,0.00160051,0.171654,0.9483,0.981671,0.997052,0.997667,0.00301956,0.0162001,0.995825,0.985142,0.988984,0.881324
0.468111,0.987757,0.00210646,0.0866308,0.978223,0.00096243,0.988984,0.979192,0.98786,0.39268,0.985271,0.000315892,0.982313,0.183095,0.997439,0.981671,0.997954,0.00020723,0.239361,0.958752,0.00374863,0.209926,0.296339,0.970422,0.00776226,0.01327,0.0146113,0.998023,0.988742,0.981393,0.954641,0.970485
0.966872,0.9999,0.85265,0.997347,0.969677,0.563593,0.993984,0.999877,0.975408,0.000304548,0.121025,0.0592798,0.99631,0.996104,0.964991,0.95018,0.016906,0.2542,0.396444,0.0169533,0.322325,0.998694,0.979325,0.981671,0.436742,0.0121705,0.0329023,0.0221975,0.882837,0.999373,0.96164,0.946841
0.99269,0.374439,0.0116319,0.0117693,0.981905,0.842304,0.988707,0.999836,0.337879,0.996703,0.999743,0.000343728,0.951338,0.614757,0.978208,0.940113,0.000145914,0.975565,0.356671,0.900656,0.999665,0.876417,0.976541,0.979265,0.952818,0.0948194,0.995865,0.138214,0.988014,0.382431,0.958556,0.971111
0.932633,0.00053221,0.257741,0.591129,0.134564,0.824966,0.985273,0.774549,0.43498,0.957705,0.998139,0.93112,0.999899,0.521883,0.980435,0.00184976,0.999147,0.00533968,0.00109579,0.00201835,0.213158,0.940944,0.996614,0.985327,0.804999,0.999765,0.999752,0.999229,0.991902,0.952832,0.97795,0.714373
0.489612,0.818474,0.716079,0.99873,0.972288,0.818918,0.956649,0.975946,0.996241,0.987562,0.865845,0.93519,0.836087,0.999326,0.257092,0.925468,0.155202,0.0334656,0.795792,0.959645,0.998215,0.0573637,0.920975,0.94323,0.0411782,0.9928,0.569541,0.989037,0.0132923,0.999169,0.993984,0.994636
0.799771,0.999897,0.0492949,0.964345,0.999844,0.995487,0.9483,0.925468,0.0812459,0.983324,0.934331,0.662922,0.930986,0.00033389,0.97548,0.977836,0.990707,0.999792,0.438989,0.997223,0.999895,0.793933,0.982003,0.161453,0.235324,0.919291,0.230208,0.578342,0.119161,0.616607,0.966995,0.95722
0.876572,0.975066,0.454954,0.940901,0.977447,0.999892,0.985273,0.965076,0.962735,0.999699,0.991422,0.967178,0.98516,0.951935,0.984498,0.999881,0.998136,0.00191674,0.310674,0.880434,0.323099,0.931292,0.985916,0.555863,0.0137556,0.995847,0.000215264,0.999015,0.978619,0.805817,0.961544,0.983433
0.998602,0.942937,0.769069,0.547003,0.571933,0.379925,0.91978,0.965542,0.0291811,0.672984,0.859559,0.936581,0.00151227,0.995196,0.981937,0.981601,0.566374,0.999898,0.398841,0.977142,0.574354,0.00271535,0.985584,0.940113,0.0388845,0.739517,0.999863,0.998386,0.868678,0.0119295,0.98733,0.0478611
0.943223,0.940437,0.101041,0.940718,0.953257,0.425219,0.994589,0.0107112,0.682548,0.994652,0.998294,0.997784,0.000444409,0.984979,0.971646,0.296627,0.899647,0.96526,0.0338557,0.86562,0.470945,0.000366622,0.993537,0.985327,0.000246131,0.807133,0.246319,0.353298,0.0669671,0.792396,0.97548,0.975781
0.99864,0.375677,0.967193,0.0216586,0.999771,0.770396,0.995288,0.00403677,0.223547,0.113454,0.397234,0.000328332,0.999,0.00019991,0.881879,0.999818,0.94844,0.674527,0.985137,0.331681,0.988372,0.731568,0.958556,0.948094,0.603504,0.00799284,0.997846,0.87528,0.0139294,0.32107,0.955623,0.974802
0.999585,0.726074,0.908051,0.999021,0.00799308,0.0436366,0.945697,0.979265,0.998709,0.816161,0.76527,0.221184,0.409925,0.000345802,0.915237,0.947482,0.785861,0.255107,0.42157,0.000437795,0.279628,0.997658,0.938982,0.996234,0.98823,0.567208,0.998511,0.914975,0.998236,0.729051,0.964358,0.977835
0.995296,0.833322,0.767304,0.832242,0.255469,0.894127,0.958556,0.988874,0.999701,0.999512,0.989474,0.947905,0.651137,0.996095,0.980349,0.999264,0.999746,0.67239,0.999757,0.000394961,0.935719,0.944554,0.969421,0.909188,0.699382,0.99843,0.0395614,0.508155,0.767685,0.324173,0.91978,0.955941
0.999798,0.97979,0.995501,0.999458,0.0417696,0.627527,0.995637,0.738578,0.782261,0.998812,0.991537,0.0462744,0.687793,0.992617,0.984058,0.998472,0.131507,0.000851438,0.11713,0.229588,0.00107011,0.0211282,0.938982,0.276341,0.00317964,0.797348,0.908067,0.103935,0.412857,0.971976,0.976953,0.970485
0.0780077,0.0168538,0.098217,0.479782,0.1759,0.154336,0.984266,0.925468,0.983129,0.978887,0.997201,0.0253358,0.00375139,0.996124,0.910378,0.975781,0.973719,0.0889076,0.370183,0.0092431,0.89937,0.890128,0.9712,0.979265,0.580763,0.992075,0.723311,0.98595,0.699465,0.996216,0.979325,0.465853
0.894545,0.00131372,0.303129,0.00723793,0.95846,0.0387228,0.990485,0.982261,0.799515,0.114617,0.997492,0.0692395,0.114311,0.983573,0.926406,0.796254,0.0332816,0.999369,0.000398685,0.0367662,0.00329989,0.99039,0.984286,0.999821,0.268512,0.301415,0.798765,0.194348,0.000781376,0.546506,0.996021,0.955941
0.966192,0.76985,0.869358,0.0765724,0.999849,0.0202694,0.978988,0.948094,0.324417,0.0301878,0.520194,0.967524,0.99918,0.00287697,0.964358,0.935305,0.147339,0.104845,0.0067561,0.935771,0.607527,0.419152,0.0467662,0.979042,0.999,0.918152,0.000552758,0.660254,0.994328,0.992396,0.941262,0.945737
0.943371,0.999823,0.60053,0.944856,0.0207631,0.00282115,0.870386,0.920006,0.752949,0.0872824,0.0017666,0.00418785,0.1871,0.892879,0.986065,0.935305,0.00138139,0.254581,0.9989,0.126563,0.982039,0.854444,0.0300679,0.966903,0.00591946,0.0200551,0.999783,0.0337522,0.254103,0.995434,0.992002,0.983175
0.0932869,0.0168163,0.998393,0.364492,0.453018,0.00286846,0.965726,0.940498,0.923842,0.0348191,0.994403,0.999755,0.999187,0.986519,0.985584,0.970646,0.0600122,0.999855,0.781014,0.00186547,0.830385,0.977916,0.870386,0.982176,0.0306755,0.317123,0.874225,0.561898,0.160894,0.993922,0.00182329,0.947374
0.999706,0.000154936,0.00765129,0.195846,0.596901,0.00029803,0.9483,0.0253342,0.383979,0.994416,0.0180211,0.985639,0.996675,0.950346,0.856913,0.982618,0.993004,0.00215898,0.00128611,0.759442,0.984843,0.999881,0.961544,0.97808,0.989038,0.000313298,0.999,0.980762,0.000669608,0.321272,0.955623,0.935305
0.0641689,0.997979,0.0002881,0.980565,0.0183221,0.981009,0.979325,0.956232,0.988744,0.999806,0.000828836,0.184614,0.202375,0.147153,0.994464,0.979042,0.951748,0.855794,0.375128,0.000637433,0.874959,0.000126536,0.959352,0.983175,0.339604,0.105551,0.990946,0.000179653,0.211588,0.998247,0.941916,0.974148
0.122602,0.99414,0.359436,0.99661,0.846682,0.999813,0.960717,0.0342527,0.0175099,0.602349,0.999334,0.99774,0.909737,0.000381828,0.894055,0.982176,0.97905,0.104349,0.476927,0.987256,0.917691,0.25339,0.966995,0.000148218,0.864041,0.970704,0.446414,0.721263,0.000106888,0.193587,0.99861,0.00390402
0.31252,0.355496,0.971374,0.989708,0.0926623,0.0179845,0.988912,0.77413,0.989479,0.0287356,0.122383,0.999321,0.959282,0.015058,0.993984,0.994355,0.824728,0.290876,0.00534377,0.995419,0.00626357,0.923513,0.995691,0.97808,0.00403096,0.997857,0.962113,0.926678,0.124964,0.971841,0.998834,0.980236
0.967621,0.893915,0.0213652,0.00874071,0.904155,0.614544,0.955623,0.0158216,0.564159,0.989948,0.00107463,0.933343,0.167213,0.894829,0.955623,0.968034,0.0172803,0.678899,0.0462258,0.000153052,0.976649,0.765241,0.992484,0.979192,0.796598,0.956142,0.991801,0.986735,0.580471,0.319932,0.870386,0.974802
0.000504499,0.999457,0.966811,0.999023,0.766282,0.350452,0.870386,0.919365,0.998802,0.0393768,0.842847,0.999085,0.00237981,0.98233,0.965902,0.999223,0.0224122,0.0909453,0.986693,0.98851,0.00103428,0.963854,0.97548,0.962903,0.18357,0.403461,0.996955,0.000260483,0.172204,0.585026,0.966995,0.967745
