0.992638,0.634362,0.941734,0.999153,0.00778692,0.994495,0.589503,0.992894,0.351473,0.14915,0.971653,0.989421,0.0191233,0.277492,0.999583,0.755539,0.676069,0.998113,0.994143,0.955339,0.9999,0.826158,0.999863,0.00255541,0.600736,0.00850943,0.804311,0.958514,0.998836,0.995603
0.723675,0.928202,0.00788089,0.325155,0.145877,0.610744,0.818991,0.998113,0.728113,0.276687,0.853456,0.950508,0.954175,0.401936,0.999878,0.25752,0.500621,0.593875,0.0344452,0.523993,0.274267,0.9999,0.999276,0.978878,0.999404,0.9999,0.986564,0.115883,0.0136471,0.61459
0.00251599,0.995553,0.9999,0.9999,0.9999,0.931213,0.9999,0.976109,0.00381995,0.999891,0.998416,0.0110528,0.00580881,0.93282,0.997411,0.482523,0.9999,0.99724,0.599045,0.990933,0.998818,0.443521,0.921866,0.402713,0.873714,0.0975022,0.406406,0.00354587,0.991045,0.61674
0.000251696,0.442874,0.9999,0.0120285,0.9999,0.99958,0.525783,0.997517,0.998142,0.938125,0.77393,0.997045,0.244123,0.993428,0.998652,0.894429,0.710828,0.704191,0.9999,0.9999,0.999253,0.999643,0.997922,0.0486665,0.9999,0.0119342,0.9999,0.846098,0.946429,0.510763
0.472536,0.928202,0.890062,0.737415,0.9999,0.772189,0.889506,0.9999,0.805445,0.999237,0.9999,0.686784,0.99973,0.675444,0.401322,0.990741,0.442874,0.9999,0.640854,0.459547,0.0803985,0.9999,0.0241683,0.56193,0.279659,0.9999,0.000799463,0.84265,0.9999,0.989659
0.105636,0.00110464,0.9999,0.995896,0.969139,0.2023,0.996069,0.816385,0.9999,0.9999,0.849836,0.9999,0.976138,0.764584,0.998881,0.957635,0.140637,0.379459,0.872969,0.298985,0.164641,0.632398,0.9999,0.871851,0.999621,0.9999,0.992742,0.999152,0.896366,0.63323
0.991204,0.000237444,0.995406,0.467808,0.999406,0.9999,0.352603,0.842897,0.0780629,0.9999,0.9999,0.0241265,0.0949025,0.995108,0.821991,0.891102,0.732157,0.999453,0.001,0.9999,0.0129006,0.989872,0.113912,0.825104,0.992187,0.9999,0.9999,0.551417,0.997035,0.999105
0.843311,0.485328,0.995002,0.838354,0.272685,0.578775,0.9999,0.948936,0.977623,0.00152747,0.465192,0.108787,0.972792,0.992604,0.89829,0.276817,0.46826,0.937256,0.999644,0.61988,0.978301,0.232828,0.9999,0.955345,0.996056,0.913612,0.878079,0.910573,0.659552,0.409726
0.997334,0.799295,0.604185,0.256649,0.999484,0.609823,0.21178,0.851805,0.998612,0.437963,0.613045,0.944236,0.619542,0.902512,0.83912,0.127871,0.877831,0.960143,0.9994,0.70706,0.996537,0.948457,0.668813,0.379952,0.99839,0.437859,0.253517,0.255013,0.214919,0.755116
0.576095,0.284792,0.27821,0.0337423,0.0345823,0.116617,0.43679,0.658414,0.714398,0.999252,0.648718,0.409735,0.960883,0.9999,0.994263,0.917093,0.00110464,0.0222508,0.96421,0.856066,0.420054,0.899532,0.9999,0.99585,0.543142,0.85867,0.432485,0.993802,0.855668,0.980554
0.0953675,0.28521,0.525868,0.0790038,0.998527,0.568245,0.8323,0.878857,0.889277,0.999813,0.637285,0.776503,0.9999,0.0510755,0.000659784,0.999282,0.0523761,0.839526,0.993004,0.846585,0.999756,0.37262,0.242724,0.959812,0.970867,0.9999,0.615825,0.932451,0.988941,0.935811
0.916346,0.0914588,0.000540323,0.9999,0.596032,0.578968,0.999804,0.629791,0.417807,0.9999,0.994333,0.9999,0.790884,0.999345,0.0056927,0.0276146,0.982444,0.999175,0.354142,0.420506,0.989568,0.999386,0.682112,0.149546,0.9999,0.985573,0.482882,0.400338,0.9999,0.234974
0.990151,0.928202,0.994513,0.525769,0.427779,0.975691,0.429473,0.9999,0.864321,0.983818,0.353217,0.867233,0.855726,0.63297,0.190851,0.00882216,0.382117,0.860247,0.932051,0.998898,0.000276703,0.978757,0.766341,0.547327,0.0213537,0.327062,0.826724,0.961737,0.99982,0.987458
0.999439,0.96681,0.669569,0.954595,0.141323,0.980869,0.999774,0.990093,0.868679,0.00245396,0.910788,0.206104,0.647431,0.999278,0.430901,0.956811,0.9999,0.979479,0.984541,0.76298,0.932561,0.999839,0.990163,0.9999,0.9999,0.985946,0.997712,0.688535,0.198179,0.935045
0.234293,0.0397479,0.902729,0.982887,0.176425,0.945095,0.906876,0.71472,0.699486,0.68871,0.591846,0.26181,0.981178,0.996475,0.0100039,0.992264,0.9999,0.997408,0.836872,0.997311,0.991653,0.485817,0.948987,0.154674,0.9999,0.964241,0.747163,0.9999,0.529201,0.999
0.989897,0.986215,0.97695,0.506422,0.746977,0.211865,0.60512,0.923592,0.9999,0.344587,0.796808,0.111406,0.997834,0.983937,0.989239,0.991132,0.9999,0.502625,0.0113859,0.9999,0.995487,0.912909,0.998522,0.189168,0.0111262,0.663247,0.700571,0.60405,0.999508,0.828282
0.999099,0.00524901,0.999889,0.0952633,0.984968,0.966598,0.00220341,0.9999,0.9999,0.886037,0.635333,0.967558,0.878277,0.999196,0.999193,0.996528,0.9999,0.139555,0.314108,0.9999,0.662958,0.608225,0.168417,0.947253,0.999834,0.806142,0.0940908,0.995794,0.9999,0.0310446
0.879965,0.9999,0.9999,0.994076,0.863559,0.0189685,0.447858,0.999421,0.9999,0.999577,0.503145,0.851931,0.0628479,0.998761,0.15446,0.999152,0.828354,0.994445,0.9999,0.9999,0.0528875,0.726735,0.9999,0.9999,0.874759,0.6345,0.996741,0.229846,0.445498,0.0856721
0.927146,0.999694,0.372926,0.238798,0.996633,0.955796,0.656981,0.0489744,0.990865,0.9975,0.478176,0.853269,0.9999,0.600595,0.997905,0.9999,0.872689,0.979767,0.420319,0.141323,0.057326,0.00789628,0.9999,0.9999,0.147668,0.996617,0.991925,0.9999,0.00125244,0.873641
0.183477,0.9999,0.0186173,0.994845,0.9999,0.495212,0.59874,0.995428,0.781274,0.9999,0.717909,0.997909,0.78474,0.379952,0.0152554,0.595631,0.9888,0.998773,0.999278,0.989759,0.99927,0.99981,0.91337,0.9999,0.0757857,0.280201,0.00892909,0.396672,0.64347,0.890386
0.999557,0.884361,0.999597,0.0313411,0.428453,0.971565,0.0125174,0.398154,0.993775,0.9999,0.0648877,0.848546,0.9914,0.513248,0.95125,0.0917257,0.9285,0.753428,0.712704,0.708345,0.980452,0.996288,0.385956,0.00606239,0.0205958,0.998681,0.744752,0.302017,0.922199,0.9999
0.45908,0.001,0.725151,0.836139,0.998879,0.933955,0.998132,0.379952,0.812188,0.545934,0.00142433,0.999861,0.560654,0.456723,0.998818,0.65574,0.9999,0.9999,0.980731,0.705483,0.9999,0.880933,0.42174,0.00881396,0.93457,0.994612,0.0105745,0.995153,0.985339,0.206486
0.554843,0.640696,0.995428,0.891971,0.751423,0.431961,0.415443,0.873232,0.578206,0.211573,0.865601,0.401642,0.821862,0.995982,0.9999,0.780538,0.9999,0.21207,0.0505375,0.740032,0.9999,0.15831,0.763935,0.245963,0.00759578,0.987277,0.714669,0.537471,0.381299,0.883625
