0.999857,0.0969845,0.982651,0.990877,0.9999,0.9999,0.900507,0.999259,0.594452,0.932722,0.998821,0.9999,0.9999,0.998307,0.805433,0.951906,0.889372,0.937055,0.995685,0.95148,0.997206,0.999101,0.874078,0.9999,0.857404,0.995346,0.974379,0.999218,0.927875,0.0512709
0.9999,0.499691,0.356545,0.997447,0.073225,0.999726,0.977876,0.997737,0.999898,0.931169,0.27733,0.999288,0.999718,0.977868,0.879613,0.000521611,0.728417,0.994841,0.9999,0.9999,0.9999,0.314519,0.669851,0.999785,0.9999,0.997781,0.17939,0.999132,0.913393,0.9999
0.975079,0.999841,0.9999,0.999053,0.671839,0.747971,0.224489,0.228511,0.566065,0.516523,0.132888,0.998862,0.450811,0.999296,0.970224,0.859695,0.998496,0.510829,0.998712,0.9999,0.991537,0.362348,0.9999,0.998346,0.99293,0.999107,0.914233,0.9999,0.9999,0.998022
0.616169,0.0378432,0.996981,0.9999,0.9999,0.999889,0.999881,0.979931,0.999703,0.99836,0.985847,0.923181,0.995904,0.115439,0.794252,0.905051,0.983176,0.9999,0.960193,0.999307,0.9999,0.9999,0.546627,0.196661,0.854134,0.101879,0.003348,0.998787,0.9999,0.996587
0.9999,0.815179,0.888661,0.99915,0.611738,0.968818,0.982698,0.11203,0.999415,0.986283,0.964847,0.999868,0.979538,0.72337,0.9999,0.995571,0.968951,0.871245,0.955025,0.996726,0.997888,0.00219517,0.793785,0.998985,0.9999,0.980612,0.632184,0.00078393,0.995802,0.220412
0.199823,0.95662,0.928661,0.9999,0.99005,0.424568,0.999639,0.97922,0.9999,0.9999,0.9999,0.9999,0.998893,0.9999,0.9999,0.000602019,0.995723,0.9999,0.995131,0.9999,0.99971,0.244892,0.999856,0.9999,0.999006,0.00219517,0.994339,0.844351,0.148318,0.36613
0.999479,0.716176,0.998548,0.998057,0.974867,0.999088,0.81102,0.991395,0.9999,0.9999,0.997957,0.588964,0.0234946,0.993126,0.9999,0.335634,0.9999,0.132423,0.999878,0.928855,0.441531,0.999673,0.945806,0.999867,0.696879,0.890761,0.997896,0.590385,0.938537,0.903129
0.999,0.0405286,0.999823,0.99367,0.993553,0.994422,0.998973,0.886612,0.99619,0.999696,0.99985,0.110572,0.999632,0.982072,0.992191,0.994509,0.538073,0.00219517,0.9999,0.9999,0.998949,0.97532,0.918139,0.9999,0.9999,0.000244174,0.969989,0.995266,0.687811,0.999208
0.9999,0.949249,0.999364,0.9999,0.9999,0.0109969,0.992679,0.919982,0.52627,0.99973,0.00071799,0.950004,0.999224,0.887393,0.9999,0.9999,0.99502,0.751472,0.69952,0.931942,0.997261,0.974379,0.999207,0.9999,0.965823,0.999714,0.999793,0.549707,0.999613,0.9999
0.995503,0.997995,0.235471,0.881532,0.981378,0.998705,0.993858,0.00209182,0.9999,0.9999,0.999816,0.998502,0.999748,0.9999,0.733115,0.999199,0.885268,0.9999,0.9999,0.929957,0.996885,0.99423,0.999883,0.999531,0.949073,0.955855,0.685384,0.9999,0.740359,0.992328
